Accommodation,containedInPlace,Museum
Accommodation,memberOf,EducationalOrganization
Accommodation,containedInPlace,Resort
Accommodation,containedInPlace,LodgingBusiness
Accommodation,memberOf,CollegeOrUniversity
Accommodation,memberOf,AdministrativeArea
Accommodation,memberOf,Thing
Accommodation,memberOf,Organization
Accommodation,containedInPlace,LocalBusiness
Accommodation,containedInPlace,Landform
Accommodation,geo,GeoCoordinates
Accommodation,location,Organization
Accommodation,founder,Thing
Accommodation,founder,Person
Accommodation,award,Thing
Accommodation,containedInPlace,GovernmentOrganization
Accommodation,containedInPlace,GovernmentOffice
Accommodation,containedInPlace,GovernmentBuilding
Accommodation,containedInPlace,DefenceEstablishment
Accommodation,containedInPlace,Corporation
Accommodation,containedInPlace,CivicStructure
Accommodation,containedInPlace,Place
Accommodation,containedInPlace,Park
Accommodation,containedInPlace,Organization
Accommodation,location,Landform
Accommodation,containedInPlace,Mountain
Accommodation,memberOf,Place
Accommodation,memberOf,Corporation
Accommodation,containedInPlace,BodyOfWater
Accommodation,containedInPlace,RiverBodyOfWater
Accommodation,containedInPlace,Accommodation
Accommodation,containedInPlace,House
Accommodation,containedInPlace,SeaBodyOfWater
Accommodation,location,Place
Accommodation,location,Corporation
Accommodation,containedInPlace,School
Accommodation,location,State
Accommodation,location,Thing
Accommodation,containedInPlace,LakeBodyOfWater
Accommodation,containedInPlace,PlaceOfWorship
Accommodation,containedInPlace,GolfCourse
Accommodation,containedInPlace,TrainStation
Accommodation,containedInPlace,TouristAttraction
Accommodation,location,GovernmentOrganization
Accommodation,containedInPlace,Thing
Accommodation,containedInPlace,State
Accommodation,memberOf,NGO
Accommodation,memberOf,LocalBusiness
Accommodation,memberOf,GovernmentOrganization
Accommodation,memberOf,GovernmentOffice
Accommodation,location,AdministrativeArea
Accommodation,memberOf,School
Accommodation,containedInPlace,EducationalOrganization
Accommodation,parentOrganization,Place
Accommodation,containedInPlace,Country
Accommodation,location,House
Accommodation,location,TouristAttraction
Accommodation,location,GovernmentBuilding
Accommodation,location,CollegeOrUniversity
Accommodation,location,CivicStructure
Accommodation,location,Country
Accommodation,location,Accommodation
Accommodation,parentOrganization,Thing
Accommodation,location,City
Accommodation,containedInPlace,Zoo
Accommodation,containsPlace,AdministrativeArea
Accommodation,containsPlace,Place
Accommodation,elevation,QuantitativeValue
Accommodation,containsPlace,Thing
Accommodation,containedInPlace,SportsActivityLocation
